County,CBSA Code,Type
13027,46660,A
13101,46660,A
13173,46660,A
13185,46660,A
06095,46700,A
01017,46740,B
39161,46780,B
46027,46820,B
49047,46860,B
48487,46900,B
28021,46980,B
28149,46980,B
48175,47020,A
48469,47020,A
13209,47080,B
13279,47080,B
18083,47180,B
34011,47220,A
25007,47240,B
37053,47260,A
37073,47260,A
51073,47260,A
51093,47260,A
51095,47260,A
51115,47260,A
51199,47260,A
51550,47260,A
51650,47260,A
51700,47260,A
51710,47260,A
51735,47260,A
51740,47260,A
51800,47260,A
51810,47260,A
51830,47260,A
06107,47300,A
18169,47340,B
48145,47380,A
48309,47380,A
27167,47420,B
38077,47420,B
53013,47460,A
53071,47460,A
39011,47540,B
13153,47580,A
13225,47580,A
13235,47580,A
42123,47620,B
29101,47660,B
18085,47700,B
18027,47780,B
37013,47820,B
24021,47900,A
24031,47900,A
11001,47900,A
24009,47900,A
24017,47900,A
24033,47900,A
51013,47900,A
51043,47900,A
51047,47900,A
51059,47900,A
51061,47900,A
51107,47900,A
51153,47900,A
51157,47900,A
51177,47900,A
51179,47900,A
51187,47900,A
51510,47900,A
51600,47900,A
51610,47900,A
51630,47900,A
51683,47900,A
51685,47900,A
54037,47900,A
39047,47920,B
19013,47940,A
19017,47940,A
19075,47940,A
46029,47980,B
55055,48020,B
36045,48060,A
12049,48100,B
55073,48140,A
13229,48180,B
13299,48180,B
40039,48220,B
39081,48260,A
54009,48260,A
54029,48260,A
53007,48300,A
53017,48300,A
29091,48460,B
39013,48540,A
54051,48540,A
54069,48540,A
55127,48580,B
20015,48620,A
20079,48620,A
20095,48620,A
20173,48620,A
20191,48620,A
48009,48660,A
48077,48660,A
48485,48660,A
42081,48700,A
38105,48780,B
27067,48820,B
37129,48900,A
37141,48900,A
39027,48940,B
37195,48980,B
51069,49020,A
51840,49020,A
54027,49020,A
32013,49080,B
27169,49100,B
37057,49180,A
37059,49180,A
37067,49180,A
37169,49180,A
37197,49180,A
55141,49220,B
40153,49260,B
39169,49300,B
09015,49340,A
25027,49340,A
27105,49380,B
53077,49420,A
46135,49460,B
42133,49620,A
39099,49660,A
39155,49660,A
42085,49660,A
06101,49700,A
06115,49700,A
04027,49740,A
39119,49780,B
48505,49820,B
